session_id,user_id,region,user_segment,device,variant,peak_hour,rainy_weather,basket_size,trip_distance_km,order_subtotal,delivery_fee,variable_cost,checkout_started,converted_order,cancelled_order,net_completed_order,gross_revenue,contribution_margin
PRC-00659,USR-0239,east,casual,android,treatment,0,0,4,2.16,47.74,3.82,2.43,1,0,0,0,8.59,8.59
PRC-00660,USR-0240,west,power_user,web,treatment,0,0,5,2.51,49.03,3.96,2.65,1,1,0,1,12.79,10.14
PRC-00661,USR-0241,north,price_sensitive,ios,treatment,1,0,1,3.61,20.32,4.24,2.64,1,1,0,1,7.9,5.26
PRC-00662,USR-0242,south,casual,android,control,1,0,2,4.75,23.06,4.63,3.04,1,1,0,1,8.78,5.74
PRC-00663,USR-0243,east,power_user,web,control,0,0,3,5.44,28.06,4.56,3.0,1,1,0,1,9.61,6.61
PRC-00664,USR-0244,west,price_sensitive,ios,control,0,0,4,5.88,30.44,4.25,3.24,1,1,0,1,9.73,6.49
PRC-00665,USR-0245,north,casual,android,treatment,0,1,5,6.94,32.06,4.22,3.88,1,1,0,1,9.99,6.11
PRC-00666,USR-0246,south,power_user,web,control,0,0,1,1.76,34.76,3.98,1.89,1,1,0,1,10.24,8.35
PRC-00667,USR-0247,east,price_sensitive,ios,treatment,1,0,2,2.31,39.83,4.11,2.51,1,1,0,1,11.28,8.77
PRC-00668,USR-0248,west,casual,android,treatment,1,0,3,4.25,41.47,5.27,3.09,1,1,0,1,12.73,9.64
PRC-00669,USR-0249,north,power_user,web,treatment,0,0,4,4.55,43.55,3.96,2.95,1,0,0,0,7.84,7.84
PRC-00670,USR-0250,south,price_sensitive,ios,treatment,0,0,5,5.66,46.41,3.86,3.35,1,1,0,1,12.21,8.86
PRC-00671,USR-0251,east,casual,android,control,0,0,1,6.64,49.8,4.34,2.96,1,0,0,0,8.96,8.96
PRC-00672,USR-0252,west,power_user,web,treatment,0,0,2,6.38,19.03,4.64,3.05,1,0,0,0,3.43,3.43
PRC-00673,USR-0253,north,price_sensitive,ios,treatment,1,1,3,1.62,23.38,3.87,2.76,1,0,0,0,4.21,4.21
PRC-00674,USR-0254,south,casual,android,treatment,1,0,4,3.08,27.51,5.29,2.98,1,0,0,0,4.95,4.95
PRC-00675,USR-0255,east,power_user,web,control,0,0,5,3.5,29.31,3.7,2.87,1,1,0,1,8.98,6.11
PRC-00676,USR-0256,west,price_sensitive,ios,treatment,0,0,1,4.17,32.61,3.42,2.42,1,1,0,1,9.29,6.87
PRC-00677,USR-0257,north,casual,android,control,0,0,2,5.51,33.56,4.46,2.86,1,0,0,0,6.04,6.04
PRC-00678,USR-0258,south,power_user,web,treatment,0,0,3,6.2,39.05,4.64,3.16,1,1,0,1,11.67,8.51
PRC-00679,USR-0259,east,price_sensitive,ios,control,1,0,4,6.66,42.05,4.92,3.77,1,0,0,0,7.57,7.57
PRC-00680,USR-0260,west,casual,android,control,1,0,5,2.29,43.58,4.48,2.95,1,1,0,1,12.32,9.37
PRC-00681,USR-0261,north,power_user,web,control,0,1,1,2.95,47.89,4.39,2.4,1,1,0,1,13.01,10.61
PRC-00682,USR-0262,south,price_sensitive,ios,treatment,0,0,2,3.98,50.78,3.49,2.53,1,0,0,0,9.14,9.14
PRC-00683,USR-0263,east,casual,android,treatment,0,0,3,4.05,20.94,3.62,2.69,1,1,0,1,7.39,4.7
PRC-00684,USR-0264,west,power_user,web,treatment,0,0,4,5.6,22.97,4.71,3.18,1,1,0,1,8.84,5.66
PRC-00685,USR-0265,north,price_sensitive,ios,treatment,1,0,5,5.69,26.59,4.31,3.7,1,0,0,0,4.79,4.79
PRC-00686,USR-0266,south,casual,android,control,1,0,1,7.26,28.33,5.71,3.45,1,0,0,0,5.1,5.1
PRC-00687,USR-0267,east,power_user,web,treatment,0,0,2,2.05,34.08,3.75,2.1,1,1,0,1,9.88,7.78
PRC-00688,USR-0268,west,price_sensitive,ios,control,0,0,3,2.88,36.04,3.81,2.43,1,1,0,1,10.3,7.87
PRC-00689,USR-0269,north,casual,android,control,0,1,4,4.18,38.57,4.03,3.12,1,1,0,1,10.97,7.85
PRC-00690,USR-0270,south,power_user,web,control,0,0,5,4.58,41.34,4.14,3.11,1,1,0,1,11.58,8.47
PRC-00691,USR-0271,east,price_sensitive,ios,control,1,0,1,4.97,43.06,5.2,2.94,1,1,0,1,12.95,10.01
PRC-00692,USR-0272,west,casual,android,control,1,0,2,6.55,47.67,5.24,3.44,1,1,0,1,13.82,10.38
PRC-00693,USR-0273,north,power_user,web,treatment,0,0,3,7.03,48.62,4.91,3.35,1,0,0,0,8.75,8.75
PRC-00694,USR-0274,south,price_sensitive,ios,control,0,0,4,1.82,20.89,4.12,2.35,1,1,0,1,7.88,5.53
PRC-00695,USR-0275,east,casual,android,control,0,0,5,2.34,23.68,3.93,2.61,1,1,0,1,8.19,5.58
PRC-00696,USR-0276,west,power_user,web,treatment,0,0,1,3.75,26.73,4.46,2.32,1,1,0,1,9.27,6.95
PRC-00697,USR-0277,north,price_sensitive,ios,control,1,1,2,4.83,28.48,5.17,3.31,1,1,0,1,10.3,6.99
PRC-00698,USR-0278,south,casual,android,treatment,1,0,3,5.3,31.99,5.44,3.32,1,0,0,0,5.76,5.76
PRC-00699,USR-0279,east,power_user,web,treatment,0,0,4,5.7,35.65,4.38,3.2,1,1,0,1,10.8,7.6
PRC-00700,USR-0280,west,price_sensitive,ios,treatment,0,0,5,7.46,38.71,4.45,3.74,1,1,0,1,11.42,7.68
PRC-00701,USR-0281,north,casual,android,control,0,0,1,1.58,41.01,3.61,1.85,1,1,0,1,10.99,9.14
PRC-00702,USR-0282,south,power_user,web,treatment,0,0,2,2.86,43.46,3.81,2.28,1,1,0,1,11.63,9.35
PRC-00703,USR-0283,east,price_sensitive,ios,control,1,0,3,3.73,47.56,5.06,2.97,1,0,0,0,8.56,8.56
PRC-00704,USR-0284,west,casual,android,control,1,0,4,4.11,49.91,4.97,3.2,1,1,0,1,13.95,10.75
PRC-00705,USR-0285,north,power_user,web,treatment,0,1,5,5.15,20.81,4.63,3.48,1,1,0,1,8.38,4.9
PRC-00706,USR-0286,south,price_sensitive,ios,treatment,0,0,1,6.08,23.6,4.08,2.84,1,1,0,1,8.33,5.49
PRC-00707,USR-0287,east,casual,android,control,0,0,2,7.07,25.07,4.45,3.21,1,1,0,1,8.96,5.75
PRC-00708,USR-0288,west,power_user,web,treatment,0,0,3,1.78,28.11,3.94,2.19,1,0,0,0,5.06,5.06
PRC-00709,USR-0289,north,price_sensitive,ios,control,1,0,4,2.55,32.28,4.24,2.86,1,0,0,0,5.81,5.81
PRC-00710,USR-0290,south,casual,android,control,1,0,5,3.79,33.65,4.47,3.28,1,0,0,0,6.06,6.06
PRC-00711,USR-0291,east,power_user,web,control,0,0,1,3.97,38.4,3.94,2.37,1,1,0,1,10.85,8.48
PRC-00712,USR-0292,west,price_sensitive,ios,treatment,0,0,2,4.72,41.27,3.94,2.69,1,0,0,0,7.43,7.43
PRC-00713,USR-0293,north,casual,android,control,0,1,3,6.04,42.5,4.97,3.38,1,0,0,0,7.65,7.65
PRC-00714,USR-0294,south,power_user,web,control,0,0,4,7.02,48.01,4.97,3.49,1,0,0,0,8.64,8.64
PRC-00715,USR-0295,east,price_sensitive,ios,control,1,0,5,1.82,50.31,4.62,2.85,1,1,0,1,13.68,10.83
PRC-00716,USR-0296,west,casual,android,treatment,1,0,1,2.76,19.8,4.48,2.46,1,1,0,1,8.04,5.58
PRC-00717,USR-0297,north,power_user,web,treatment,0,0,2,3.28,23.37,3.57,2.37,1,1,0,1,7.78,5.41
PRC-00718,USR-0298,south,price_sensitive,ios,control,0,0,3,4.5,27.54,3.91,2.79,1,1,0,1,8.87,6.08
PRC-00719,USR-0299,east,casual,android,treatment,0,0,4,5.78,30.6,4.63,3.22,1,0,0,0,5.51,5.51
PRC-00720,USR-0300,west,power_user,web,treatment,0,0,5,5.55,31.9,4.37,3.32,1,1,0,1,10.11,6.79
PRC-00721,USR-0301,north,price_sensitive,ios,treatment,1,1,1,7.01,34.83,5.02,3.64,1,0,0,0,6.27,6.27
PRC-00722,USR-0302,south,casual,android,treatment,1,0,2,1.66,36.74,4.62,2.37,1,1,0,1,11.23,8.86
PRC-00723,USR-0303,east,power_user,web,control,0,0,3,2.79,42.37,3.66,2.41,1,0,0,0,7.63,7.63
PRC-00724,USR-0304,west,price_sensitive,ios,treatment,0,0,4,3.24,44.22,3.03,2.66,1,0,0,0,7.96,7.96
PRC-00725,USR-0305,north,casual,android,treatment,0,0,5,4.33,46.21,3.81,3.05,1,0,0,0,8.32,8.32
PRC-00726,USR-0306,south,power_user,web,control,0,0,1,5.21,50.99,4.26,2.65,1,1,0,1,13.44,10.79
PRC-00727,USR-0307,east,price_sensitive,ios,treatment,1,0,2,6.44,20.45,4.68,3.42,1,1,0,1,8.36,4.94
PRC-00728,USR-0308,west,casual,android,control,1,0,3,6.71,22.97,5.48,3.63,1,0,0,0,4.13,4.13
PRC-00729,USR-0309,north,power_user,web,treatment,0,1,4,2.4,27.11,3.72,2.73,1,0,0,0,4.88,4.88
PRC-00730,USR-0310,south,price_sensitive,ios,control,0,0,5,2.78,28.45,3.79,2.71,1,0,0,0,5.12,5.12
PRC-00731,USR-0311,east,casual,android,treatment,0,0,1,3.29,33.07,4.35,2.22,1,1,0,1,10.3,8.08
PRC-00732,USR-0312,west,power_user,web,control,0,0,2,4.42,36.74,3.84,2.62,1,1,0,1,10.45,7.83
PRC-00733,USR-0313,north,price_sensitive,ios,control,1,0,3,5.88,37.75,5.25,3.44,1,0,0,0,6.79,6.79
PRC-00734,USR-0314,south,casual,android,treatment,1,0,4,6.63,41.39,5.82,3.76,1,0,0,0,7.45,7.45
PRC-00735,USR-0315,east,power_user,web,control,0,0,5,7.09,42.91,4.99,3.66,1,1,1,0,7.72,7.72
PRC-00736,USR-0316,west,price_sensitive,ios,treatment,0,0,1,1.78,46.91,2.91,1.89,1,1,0,1,11.35,9.46
PRC-00737,USR-0317,north,casual,android,control,0,1,2,3.5,48.55,4.32,2.67,1,1,0,1,13.06,10.39
PRC-00738,USR-0318,south,power_user,web,treatment,0,0,3,3.98,20.81,3.67,2.68,1,1,0,1,7.42,4.74
PRC-00739,USR-0319,east,price_sensitive,ios,treatment,1,0,4,4.32,25.1,4.73,3.25,1,1,0,1,9.25,6.0
PRC-00740,USR-0320,west,casual,android,control,1,0,5,5.39,28.05,4.85,3.64,1,1,0,1,9.9,6.26
PRC-00741,USR-0321,north,power_user,web,control,0,0,1,6.64,28.73,4.91,2.96,1,0,0,0,5.17,5.17
PRC-00742,USR-0322,south,price_sensitive,ios,treatment,0,0,2,6.99,33.45,4.32,3.19,1,0,0,0,6.02,6.02
PRC-00743,USR-0323,east,casual,android,treatment,0,0,3,2.41,36.19,4.19,2.33,1,1,0,1,10.7,8.37
PRC-00744,USR-0324,west,power_user,web,treatment,0,0,4,2.44,36.5,3.39,2.49,1,1,0,1,9.96,7.47
PRC-00745,USR-0325,north,price_sensitive,ios,treatment,1,1,5,3.48,40.1,4.58,3.47,1,0,0,0,7.22,7.22
PRC-00746,USR-0326,south,casual,android,control,1,0,1,4.2,45.11,4.48,2.77,1,0,0,0,8.12,8.12
PRC-00747,USR-0327,east,power_user,web,treatment,0,0,2,5.82,45.37,4.37,2.93,1,1,0,1,12.54,9.61
PRC-00748,USR-0328,west,price_sensitive,ios,control,0,0,3,6.32,51.31,4.95,3.19,1,0,0,0,9.24,9.24
PRC-00749,USR-0329,north,casual,android,control,0,0,4,7.35,21.57,4.5,3.57,1,1,0,1,8.38,4.81
PRC-00750,USR-0330,south,power_user,web,treatment,0,0,5,1.63,22.45,4.01,2.46,1,0,0,0,4.04,4.04
PRC-00751,USR-0331,east,price_sensitive,ios,treatment,1,0,1,3.22,26.95,4.16,2.56,1,1,0,1,9.01,6.45
PRC-00752,USR-0332,west,casual,android,treatment,1,0,2,4.28,29.42,5.47,2.94,1,0,0,0,5.3,5.3
PRC-00753,USR-0333,north,power_user,web,control,0,1,3,5.0,34.05,4.14,3.15,1,1,0,1,10.27,7.12
PRC-00754,USR-0334,south,price_sensitive,ios,control,0,0,4,5.27,36.3,4.43,3.11,1,1,0,1,10.96,7.85
PRC-00755,USR-0335,east,casual,android,treatment,0,0,5,6.67,37.01,4.72,3.57,1,1,0,1,11.38,7.81
PRC-00756,USR-0336,west,power_user,web,control,0,0,1,7.0,40.04,4.54,3.04,1,1,0,1,11.75,8.71
PRC-00757,USR-0337,north,price_sensitive,ios,treatment,1,0,2,2.07,43.03,4.01,2.46,1,1,0,1,11.76,9.3
PRC-00758,USR-0338,south,casual,android,control,1,0,3,2.75,47.55,4.9,2.76,1,1,0,1,13.46,10.7
PRC-00759,USR-0339,east,power_user,web,control,0,0,4,3.37,50.02,3.69,2.69,1,1,0,1,12.69,10.0
PRC-00760,USR-0340,west,price_sensitive,ios,control,0,0,5,4.08,20.33,4.59,3.0,1,1,0,1,8.25,5.25
PRC-00761,USR-0341,north,casual,android,control,0,1,1,5.89,23.65,4.81,3.05,1,1,0,1,9.07,6.02
PRC-00762,USR-0342,south,power_user,web,treatment,0,0,2,6.17,25.85,4.51,3.01,1,1,0,1,9.16,6.15
PRC-00763,USR-0343,east,price_sensitive,ios,control,1,0,3,6.87,30.55,5.44,3.66,1,1,0,1,10.94,7.28
PRC-00764,USR-0344,west,casual,android,control,1,0,4,2.62,32.56,4.34,2.88,1,1,0,1,10.2,7.32
PRC-00765,USR-0345,north,power_user,web,treatment,0,0,5,2.54,36.87,3.87,2.66,1,1,0,1,10.51,7.85
PRC-00766,USR-0346,south,price_sensitive,ios,treatment,0,0,1,3.91,37.64,3.58,2.36,1,0,0,0,6.78,6.78
PRC-00767,USR-0347,east,casual,android,treatment,0,0,2,4.24,40.63,4.22,2.58,1,1,0,1,11.53,8.95
PRC-00768,USR-0348,west,power_user,web,treatment,0,0,3,5.46,43.38,4.39,3.0,1,0,0,0,7.81,7.81
PRC-00769,USR-0349,north,price_sensitive,ios,control,1,1,4,5.77,45.67,4.96,3.82,1,1,0,1,13.18,9.36
PRC-00770,USR-0350,south,casual,android,treatment,1,0,5,6.83,48.95,5.9,3.95,1,1,0,1,14.71,10.76
PRC-00771,USR-0351,east,power_user,web,treatment,0,0,1,1.72,20.45,3.22,1.88,1,0,0,0,3.68,3.68
PRC-00772,USR-0352,west,price_sensitive,ios,treatment,0,0,2,3.14,25.19,3.08,2.34,1,1,0,1,7.61,5.27
PRC-00773,USR-0353,north,casual,android,control,0,0,3,3.76,27.88,3.69,2.63,1,1,0,1,8.71,6.08
PRC-00774,USR-0354,south,power_user,web,control,0,0,4,4.09,28.62,4.32,2.85,1,0,0,0,5.15,5.15
PRC-00775,USR-0355,east,price_sensitive,ios,control,1,0,5,5.04,31.47,5.11,3.56,1,1,0,1,10.77,7.21
PRC-00776,USR-0356,west,casual,android,control,1,0,1,6.53,35.82,5.11,3.29,1,1,0,1,11.56,8.27
PRC-00777,USR-0357,north,power_user,web,treatment,0,1,2,6.83,37.35,4.99,3.4,1,0,0,0,6.72,6.72
PRC-00778,USR-0358,south,price_sensitive,ios,control,0,0,3,2.26,41.39,3.97,2.3,1,0,0,0,7.45,7.45
PRC-00779,USR-0359,east,casual,android,treatment,0,0,4,2.67,44.44,3.68,2.54,1,1,0,1,11.68,9.14
PRC-00780,USR-0360,west,power_user,web,control,0,0,5,3.41,46.38,3.88,2.85,1,1,0,1,12.23,9.38
PRC-00781,USR-0361,north,price_sensitive,ios,treatment,1,0,1,4.46,49.2,3.9,2.83,1,0,0,0,8.86,8.86
PRC-00782,USR-0362,south,casual,android,treatment,1,0,2,4.71,20.67,5.13,3.04,1,1,0,1,8.85,5.81
PRC-00783,USR-0363,east,power_user,web,control,0,0,3,5.99,23.21,4.57,3.12,1,1,0,1,8.75,5.63
PRC-00784,USR-0364,west,price_sensitive,ios,treatment,0,0,4,6.75,26.16,3.89,3.44,1,1,0,1,8.6,5.16
PRC-00785,USR-0365,north,casual,android,treatment,0,1,5,2.47,30.88,3.95,2.89,1,1,0,1,9.51,6.62
PRC-00786,USR-0366,south,power_user,web,treatment,0,0,1,3.32,32.05,3.65,2.23,1,1,0,1,9.42,7.19
PRC-00787,USR-0367,east,price_sensitive,ios,treatment,1,0,2,3.85,34.45,3.95,2.85,1,1,1,0,6.2,6.2
PRC-00788,USR-0368,west,casual,android,treatment,1,0,3,4.02,37.05,4.86,3.03,1,0,0,0,6.67,6.67
PRC-00789,USR-0369,north,power_user,web,treatment,0,0,4,4.88,40.11,4.21,3.02,1,1,0,1,11.43,8.41
PRC-00790,USR-0370,south,price_sensitive,ios,treatment,0,0,5,6.06,45.69,4.24,3.43,1,1,0,1,12.46,9.03
PRC-00791,USR-0371,east,casual,android,treatment,0,0,1,7.23,45.3,4.26,3.09,1,1,0,1,12.41,9.32
PRC-00792,USR-0372,west,power_user,web,treatment,0,0,2,2.49,50.86,3.45,2.2,1,0,0,0,9.15,9.15
PRC-00793,USR-0373,north,price_sensitive,ios,control,1,1,3,2.83,21.7,4.81,3.02,1,1,0,1,8.72,5.7
PRC-00794,USR-0374,south,casual,android,treatment,1,0,4,4.28,23.72,5.09,3.24,1,0,0,0,4.27,4.27
PRC-00795,USR-0375,east,power_user,web,control,0,0,5,4.65,25.93,3.86,3.12,1,0,0,0,4.67,4.67
PRC-00796,USR-0376,west,price_sensitive,ios,treatment,0,0,1,5.47,28.59,3.6,2.7,1,0,0,0,5.15,5.15
PRC-00797,USR-0377,north,casual,android,treatment,0,0,2,5.64,31.36,4.47,2.89,1,1,0,1,10.11,7.22
PRC-00798,USR-0378,south,power_user,web,control,0,0,3,7.25,33.92,4.3,3.4,1,1,0,1,10.41,7.01
PRC-00799,USR-0379,east,price_sensitive,ios,control,1,0,4,1.95,38.49,4.07,2.73,1,1,0,1,11.0,8.27
PRC-00800,USR-0380,west,casual,android,treatment,1,0,5,3.5,42.56,5.08,3.22,1,1,0,1,12.74,9.52
PRC-00801,USR-0381,north,power_user,web,treatment,0,1,1,3.25,44.97,3.68,2.46,1,0,0,0,8.09,8.09
PRC-00802,USR-0382,south,price_sensitive,ios,treatment,0,0,2,4.87,47.75,3.71,2.72,1,1,0,1,12.3,9.58
PRC-00803,USR-0383,east,casual,android,control,0,0,3,5.78,48.47,4.47,3.07,1,1,0,1,13.19,10.12
PRC-00804,USR-0384,west,power_user,web,treatment,0,0,4,5.72,19.66,4.23,3.21,1,0,0,0,3.54,3.54
PRC-00805,USR-0385,north,price_sensitive,ios,control,1,0,5,7.4,24.81,5.47,4.08,1,1,0,1,9.94,5.86
PRC-00806,USR-0386,south,casual,android,control,1,0,1,1.94,25.72,3.99,2.28,1,0,0,0,4.63,4.63
PRC-00807,USR-0387,east,power_user,web,control,0,0,2,2.32,28.35,4.18,2.16,1,0,0,0,5.1,5.1
PRC-00808,USR-0388,west,price_sensitive,ios,control,0,0,3,3.89,33.12,4.18,2.66,1,1,0,1,10.14,7.48
PRC-00809,USR-0389,north,casual,android,control,0,1,4,4.64,35.43,4.12,3.22,1,0,0,0,6.38,6.38
PRC-00810,USR-0390,south,power_user,web,control,0,0,5,4.78,38.23,4.6,3.15,1,1,0,1,11.48,8.33
PRC-00811,USR-0391,east,price_sensitive,ios,control,1,0,1,5.62,41.0,5.17,3.09,1,0,0,0,7.38,7.38
PRC-00812,USR-0392,west,casual,android,treatment,1,0,2,7.14,44.04,5.41,3.57,1,1,0,1,13.34,9.77
PRC-00813,USR-0393,north,power_user,web,control,0,0,3,1.75,48.36,3.75,2.19,1,0,0,0,8.7,8.7
PRC-00814,USR-0394,south,price_sensitive,ios,control,0,0,4,2.37,50.8,3.92,2.47,1,0,0,0,9.14,9.14
PRC-00815,USR-0395,east,casual,android,control,0,0,5,3.95,20.29,4.44,2.97,1,1,1,0,3.65,3.65
PRC-00816,USR-0396,west,power_user,web,control,0,0,1,5.03,22.96,4.76,2.61,1,1,0,1,8.89,6.28
PRC-00817,USR-0397,north,price_sensitive,ios,treatment,1,1,2,5.33,25.46,4.27,3.42,1,0,0,0,4.58,4.58
PRC-00818,USR-0398,south,casual,android,control,1,0,3,6.0,30.32,4.81,3.47,1,0,0,0,5.46,5.46
PRC-00819,USR-0399,east,power_user,web,control,0,0,4,7.1,32.21,5.06,3.51,1,1,0,1,10.86,7.35
PRC-00820,USR-0400,west,price_sensitive,ios,control,0,0,5,1.69,34.68,4.19,2.47,1,1,0,1,10.43,7.96
PRC-00821,USR-0401,north,casual,android,control,0,0,1,2.69,39.87,3.81,2.09,1,0,0,0,7.18,7.18
PRC-00822,USR-0402,south,power_user,web,control,0,0,2,3.83,41.84,4.19,2.49,1,1,0,1,11.72,9.23
PRC-00823,USR-0403,east,price_sensitive,ios,treatment,1,0,3,5.05,43.09,4.4,3.26,1,1,0,1,12.16,8.9
PRC-00824,USR-0404,west,casual,android,treatment,1,0,4,5.32,47.19,5.74,3.47,1,1,0,1,14.23,10.76
PRC-00825,USR-0405,north,power_user,web,control,0,1,5,5.53,51.0,4.73,3.57,1,0,0,0,9.18,9.18
PRC-00826,USR-0406,south,price_sensitive,ios,control,0,0,1,6.97,20.94,5.08,3.03,1,1,1,0,3.77,3.77
PRC-00827,USR-0407,east,casual,android,control,0,0,2,1.94,22.38,3.86,2.08,1,1,0,1,7.89,5.81
PRC-00828,USR-0408,west,power_user,web,control,0,0,3,3.4,26.2,4.26,2.55,1,0,0,0,4.72,4.72
PRC-00829,USR-0409,north,price_sensitive,ios,treatment,1,0,4,4.09,28.31,4.45,3.2,1,0,0,0,5.1,5.1
PRC-00830,USR-0410,south,casual,android,treatment,1,0,5,4.26,32.68,5.31,3.39,1,0,0,0,5.88,5.88
PRC-00831,USR-0411,east,power_user,web,control,0,0,1,5.63,33.7,4.32,2.74,1,0,0,0,6.07,6.07
PRC-00832,USR-0412,west,price_sensitive,ios,control,0,0,2,6.54,39.44,4.37,3.09,1,0,0,0,7.1,7.1
PRC-00833,USR-0413,north,casual,android,treatment,0,1,3,7.23,39.34,4.54,3.64,1,1,1,0,7.08,7.08
PRC-00834,USR-0414,south,power_user,web,treatment,0,0,4,2.1,42.72,3.47,2.41,1,1,0,1,11.16,8.75
PRC-00835,USR-0415,east,price_sensitive,ios,control,1,0,5,3.01,46.66,4.64,3.11,1,1,0,1,13.04,9.93
PRC-00836,USR-0416,west,casual,android,control,1,0,1,3.2,48.46,4.73,2.55,1,1,0,1,13.45,10.9
PRC-00837,USR-0417,north,power_user,web,control,0,0,2,4.83,20.76,3.98,2.71,1,1,0,1,7.72,5.01
PRC-00838,USR-0418,south,price_sensitive,ios,control,0,0,3,4.94,24.18,4.43,2.89,1,0,0,0,4.35,4.35
PRC-00839,USR-0419,east,casual,android,control,0,0,4,6.43,25.05,4.44,3.36,1,0,0,0,4.51,4.51
PRC-00840,USR-0420,west,power_user,web,control,0,0,5,6.81,30.05,4.53,3.6,1,1,0,1,9.94,6.34
PRC-00841,USR-0001,north,price_sensitive,ios,control,1,1,1,2.69,31.67,4.68,2.69,1,0,0,0,5.7,5.7
PRC-00842,USR-0002,south,casual,android,control,1,0,2,2.35,34.01,4.8,2.52,1,1,0,1,10.92,8.4
PRC-00843,USR-0003,east,power_user,web,treatment,0,0,3,3.23,39.38,3.52,2.51,1,0,0,0,7.09,7.09
PRC-00844,USR-0004,west,price_sensitive,ios,treatment,0,0,4,4.88,42.34,3.33,3.02,1,0,0,0,7.62,7.62
PRC-00845,USR-0005,north,casual,android,control,0,0,5,4.73,43.78,4.03,3.14,1,1,0,1,11.91,8.77
PRC-00846,USR-0006,south,power_user,web,treatment,0,0,1,6.08,46.01,4.64,2.84,1,1,0,1,12.92,10.08
PRC-00847,USR-0007,east,price_sensitive,ios,control,1,0,2,7.1,50.04,4.96,3.56,1,1,0,1,13.97,10.41
PRC-00848,USR-0008,west,casual,android,treatment,1,0,3,1.56,21.16,4.76,2.49,1,1,0,1,8.57,6.08
PRC-00849,USR-0009,north,power_user,web,control,0,1,4,3.09,24.88,4.32,2.88,1,1,0,1,8.8,5.92
PRC-00850,USR-0010,south,price_sensitive,ios,treatment,0,0,5,3.56,25.61,3.96,2.88,1,1,0,1,8.57,5.69
PRC-00851,USR-0011,east,casual,android,treatment,0,0,1,4.12,29.56,4.08,2.41,1,1,0,1,9.4,6.99
PRC-00852,USR-0012,west,power_user,web,control,0,0,2,5.34,31.47,4.25,2.82,1,1,0,1,9.91,7.09
PRC-00853,USR-0013,north,price_sensitive,ios,control,1,0,3,6.25,34.73,4.98,3.52,1,0,0,0,6.25,6.25
PRC-00854,USR-0014,south,casual,android,treatment,1,0,4,7.05,39.24,5.95,3.85,1,0,0,0,7.06,7.06
PRC-00855,USR-0015,east,power_user,web,treatment,0,0,5,2.17,39.4,3.53,2.58,1,1,0,1,10.62,8.04
PRC-00856,USR-0016,west,price_sensitive,ios,treatment,0,0,1,2.76,42.51,3.8,2.11,1,0,0,0,7.65,7.65
PRC-00857,USR-0017,north,casual,android,treatment,0,1,2,3.39,45.9,3.64,2.65,1,0,0,0,8.26,8.26
PRC-00858,USR-0018,south,power_user,web,treatment,0,0,3,4.55,49.15,3.9,2.8,1,1,0,1,12.75,9.95
PRC-00859,USR-0019,east,price_sensitive,ios,treatment,1,0,4,5.07,22.02,4.64,3.42,1,0,0,0,3.96,3.96
PRC-00860,USR-0020,west,casual,android,control,1,0,5,6.67,25.38,4.97,3.92,1,0,0,0,4.57,4.57
PRC-00861,USR-0021,north,power_user,web,treatment,0,0,1,6.97,25.91,5.0,3.03,1,1,0,1,9.66,6.63
PRC-00862,USR-0022,south,price_sensitive,ios,treatment,0,0,2,2.42,30.24,3.67,2.18,1,1,0,1,9.11,6.93
PRC-00863,USR-0023,east,casual,android,control,0,0,3,3.37,33.87,4.44,2.54,1,1,0,1,10.54,8.0
PRC-00864,USR-0024,west,power_user,web,control,0,0,4,4.01,34.15,4.26,2.83,1,1,0,1,10.41,7.58
PRC-00865,USR-0025,north,price_sensitive,ios,control,1,1,5,4.72,37.21,4.81,3.74,1,0,0,0,6.7,6.7
PRC-00866,USR-0026,south,casual,android,control,1,0,1,5.43,41.06,5.26,3.04,1,1,0,1,12.65,9.61
PRC-00867,USR-0027,east,power_user,web,control,0,0,2,5.73,42.68,4.05,2.91,1,0,0,0,7.68,7.68
PRC-00868,USR-0028,west,price_sensitive,ios,control,0,0,3,6.8,46.04,4.88,3.3,1,0,0,0,8.29,8.29
PRC-00869,USR-0029,north,casual,android,treatment,0,0,4,2.61,48.23,4.25,2.52,1,0,0,0,8.68,8.68
PRC-00870,USR-0030,south,power_user,web,control,0,0,5,2.85,20.14,3.73,2.73,1,1,1,0,3.63,3.63
PRC-00871,USR-0031,east,price_sensitive,ios,treatment,1,0,1,3.48,23.23,4.27,2.62,1,0,0,0,4.18,4.18
PRC-00872,USR-0032,west,casual,android,treatment,1,0,2,4.95,26.64,5.49,3.09,1,1,0,1,10.29,7.2
PRC-00873,USR-0033,north,power_user,web,treatment,0,1,3,5.9,27.85,4.42,3.35,1,1,0,1,9.43,6.08
PRC-00874,USR-0034,south,price_sensitive,ios,treatment,0,0,4,6.26,32.41,3.61,3.33,1,1,0,1,9.44,6.11
PRC-00875,USR-0035,east,casual,android,control,0,0,5,6.85,36.4,4.6,3.61,1,0,0,0,6.55,6.55
PRC-00876,USR-0036,west,power_user,web,control,0,0,1,1.67,38.21,4.04,1.87,1,1,0,1,10.92,9.05
PRC-00877,USR-0037,north,price_sensitive,ios,control,1,0,2,3.43,42.03,4.88,2.75,1,1,0,1,12.45,9.7
PRC-00878,USR-0038,south,casual,android,control,1,0,3,3.81,42.83,4.97,2.99,1,1,0,1,12.68,9.69
